local_path,split_candidate,polarity,category,source_name,source_url,download_url,original_filename,license,license_url,ai_training_permission,commercial_permission,attribution_required,attribution_text,creator,duration_sec,sample_rate_hz,channels,file_format,downloaded_at,notes
data/external/negatives/cc_by/outdoor_ambient/fsd50k__345768__7-ackerdijkse-plassen-3.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/345768/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/345768.wav,345768.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"7-Ackerdijkse Plassen-3.aiff by ducksingel, Freesound id 345768, Creative Commons Attribution 3.0; included via FSD50K.",ducksingel,29.977,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__34696__oiseau7.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/34696/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/34696.wav,34696.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Oiseau7.aif by roubignolle, Freesound id 34696, Creative Commons Attribution 3.0; included via FSD50K.",roubignolle,1.941,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__351241__dry-leaves-and-parasol-creaks-13-and-child-speak.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/351241/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/351241.wav,351241.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Dry_leaves_and_parasol_creaks_13_and_child_speak.wav by AlienXXX, Freesound id 351241, Creative Commons Attribution 3.0; included via FSD50K.",AlienXXX,18.360,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Wind; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__353211__brd2.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/353211/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/353211.wav,353211.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"brd2.mp3 by tec studios, Freesound id 353211, Creative Commons Attribution 3.0; included via FSD50K.",tec studios,0.566,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__353213__brd1.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/353213/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/353213.wav,353213.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"brd1.mp3 by tec studios, Freesound id 353213, Creative Commons Attribution 3.0; included via FSD50K.",tec studios,1.001,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__353452__brd29.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/353452/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/353452.wav,353452.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"brd29.mp3 by tec studios, Freesound id 353452, Creative Commons Attribution 3.0; included via FSD50K.",tec studios,2.659,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__368083__car-taking-off.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/368083/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/368083.wav,368083.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"car taking off.wav by gacain, Freesound id 368083, Creative Commons Attribution 3.0; included via FSD50K.",gacain,26.283,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song, Car, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__368208__motorcycle-passing-by-honda-cbf500-3.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/368208/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/368208.wav,368208.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Motorcycle passing by (Honda CBF500) 3 by dycmaster, Freesound id 368208, Creative Commons Attribution 3.0; included via FSD50K.",dycmaster,12.941,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Motor_vehicle_(road); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__370318__2012-camry-engine-revving-3.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/370318/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/370318.wav,370318.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"2012 Camry Engine Revving 3.wav by DomainHunter, Freesound id 370318, Creative Commons Attribution 3.0; included via FSD50K.",DomainHunter,9.938,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__370320__2012-camry-2200rpm.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/370320/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/370320.wav,370320.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"2012 Camry 2200rpm.wav by DomainHunter, Freesound id 370320, Creative Commons Attribution 3.0; included via FSD50K.",DomainHunter,6.282,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__377005__robin-in-the-tree.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/377005/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377005.wav,377005.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Robin in the tree by creativechick95, Freesound id 377005, Creative Commons Attribution 3.0; included via FSD50K.",creativechick95,3.909,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song, Motor_vehicle_(road), Traffic_noise_and_roadway_noise; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__377249__2009-silverado-horn-honk-15-feet.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/377249/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377249.wav,377249.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"2009 Silverado Horn Honk 15 feet.wav by DomainHunter, Freesound id 377249, Creative Commons Attribution 3.0; included via FSD50K.",DomainHunter,1.295,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Motor_vehicle_(road); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__379017__hurik-n.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/379017/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/379017.wav,379017.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Hurikán.wav by adellpetrova97, Freesound id 379017, Creative Commons Attribution 3.0; included via FSD50K.",adellpetrova97,5.329,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Wind; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__386006__airbus-a320-114.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/386006/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/386006.wav,386006.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Airbus A320-114 by THPSounds, Freesound id 386006, Creative Commons Attribution 3.0; included via FSD50K.",THPSounds,11.906,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__38688__car-medium-muffler.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/38688/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/38688.wav,38688.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"car medium muffler.wav by metamorphmuses, Freesound id 38688, Creative Commons Attribution 3.0; included via FSD50K.",metamorphmuses,2.171,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Car_passing_by, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__38689__car-traffic-blend-01.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/38689/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/38689.wav,38689.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"car traffic blend 01.wav by metamorphmuses, Freesound id 38689, Creative Commons Attribution 3.0; included via FSD50K.",metamorphmuses,4.435,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Car_passing_by, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__387670__car-engine-running-2.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/387670/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/387670.wav,387670.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Car engine running 2 by Jagadamba, Freesound id 387670, Creative Commons Attribution 3.0; included via FSD50K.",Jagadamba,7.470,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__387703__electric-drill-6.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/387703/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/387703.wav,387703.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Electric drill 6 by Jagadamba, Freesound id 387703, Creative Commons Attribution 3.0; included via FSD50K.",Jagadamba,0.888,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__388899__washing-machine-rumble.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/388899/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/388899.wav,388899.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Washing Machine; rumble by Australopithecusman, Freesound id 388899, Creative Commons Attribution 3.0; included via FSD50K.",Australopithecusman,25.365,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__393508__bird-thailand-notification.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/393508/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/393508.wav,393508.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Bird Thailand notification by rubekolo, Freesound id 393508, Creative Commons Attribution 3.0; included via FSD50K.",rubekolo,1.111,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__397622__washing-machine.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/397622/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/397622.wav,397622.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"washing machine by ptrflr, Freesound id 397622, Creative Commons Attribution 3.0; included via FSD50K.",ptrflr,26.560,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__403454__carr-neutro.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/403454/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/403454.wav,403454.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"carr_neutro.wav by anez, Freesound id 403454, Creative Commons Attribution 3.0; included via FSD50K.",anez,1.941,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__407648__djparanoia-washmachine02-175.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/407648/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/407648.wav,407648.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"djparanoia_washmachine02_175.wav by djparanoia, Freesound id 407648, Creative Commons Attribution 3.0; included via FSD50K.",djparanoia,12.004,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__4222__swallow-at-nest.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/4222/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/4222.wav,4222.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"swallow.at.nest.mp3 by dobroide, Freesound id 4222, Creative Commons Attribution 3.0; included via FSD50K.",dobroide,9.744,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__425505__bmw-f12-640d-gran-coupe-exterior-wet-asphalt-pas.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/425505/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/425505.wav,425505.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"BMW F12 640D Gran Coupe exterior wet asphalt passby 120kmph static mono 8040.wav by Soundholder, Freesound id 425505, Creative Commons Attribution 3.0; included via FSD50K.",Soundholder,28.416,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Car_passing_by, Motor_vehicle_(road); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__425527__cars-in-motion-random-car-passby-2-slow-mono-fol.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/425527/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/425527.wav,425527.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"cars in motion Random Car Passby 2 Slow Mono Follow.wav by Soundholder, Freesound id 425527, Creative Commons Attribution 3.0; included via FSD50K.",Soundholder,16.341,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Car_passing_by, Motor_vehicle_(road); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__429150__owl-2.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/429150/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/429150.wav,429150.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Owl 2 by freemaster2, Freesound id 429150, Creative Commons Attribution 3.0; included via FSD50K.",freemaster2,22.000,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__43358__2-magpies-guarding-their-territory.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/43358/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/43358.wav,43358.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"2 Magpies guarding their territory.wav by digifishmusic, Freesound id 43358, Creative Commons Attribution 3.0; included via FSD50K.",digifishmusic,9.387,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__44218__noisy-miner-07.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/44218/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/44218.wav,44218.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Noisy Miner 07.wav by digifishmusic, Freesound id 44218, Creative Commons Attribution 3.0; included via FSD50K.",digifishmusic,29.193,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__51054__driving-sounds.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/51054/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/51054.wav,51054.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"driving sounds.wav by ingsey101, Freesound id 51054, Creative Commons Attribution 3.0; included via FSD50K.",ingsey101,4.516,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__51095__sparrows.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/51095/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/51095.wav,51095.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"sparrows.wav by Sparrer, Freesound id 51095, Creative Commons Attribution 3.0; included via FSD50K.",Sparrer,20.863,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__52450__craw.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/52450/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/52450.wav,52450.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Craw.WAV by inchadney, Freesound id 52450, Creative Commons Attribution 3.0; included via FSD50K.",inchadney,2.998,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__54190__magpie-wingsflapping.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/54190/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/54190.wav,54190.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Magpie_WingsFlapping.wav by digifishmusic, Freesound id 54190, Creative Commons Attribution 3.0; included via FSD50K.",digifishmusic,12.117,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__54586__delphis-suzi-cold-start-loop-120.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/54586/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/54586.wav,54586.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"delphis SUZI COLD START LOOP #120.wav by delphidebrain, Freesound id 54586, Creative Commons Attribution 3.0; included via FSD50K.",delphidebrain,7.944,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__58368__sim-ambulance.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/58368/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/58368.wav,58368.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"sim ambulance.wav by THE_bizniss, Freesound id 58368, Creative Commons Attribution 3.0; included via FSD50K.",THE_bizniss,20.217,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Motor_vehicle_(road); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__58549__traffic-in-vilnius-ii.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/58549/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/58549.wav,58549.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"traffic in vilnius II.mp3 by Gvido, Freesound id 58549, Creative Commons Attribution 3.0; included via FSD50K.",Gvido,24.738,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song, Car, Car_passing_by, Motor_vehicle_(road), Engine, Traffic_noise_and_roadway_noise; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__58630__electricrazor1.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/58630/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/58630.wav,58630.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"electricrazor1.mp3 by morgantj, Freesound id 58630, Creative Commons Attribution 3.0; included via FSD50K.",morgantj,6.139,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__59186__20080728-peacock.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/59186/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/59186.wav,59186.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"20080728.peacock.wav by dobroide, Freesound id 59186, Creative Commons Attribution 3.0; included via FSD50K.",dobroide,5.201,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__59446__tc-salta-08-revvingup-patodipalma.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/59446/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/59446.wav,59446.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"TC.Salta.08.RevvingUp.PatoDiPalma.wav by rfhache, Freesound id 59446, Creative Commons Attribution 3.0; included via FSD50K.",rfhache,14.813,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Car, Motor_vehicle_(road), Engine; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc_by/outdoor_ambient/fsd50k__62159__seagull-toy-raw.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/62159/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/62159.wav,62159.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"seagull-toy-raw.wav by freesound61476, Freesound id 62159, Creative Commons Attribution 3.0; included via FSD50K.",freesound61476,5.213,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bird; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/outdoor_ambient/fsd50k__6457__sunday-02.wav,trainable,negative,outdoor_ambient,FSD50K,https://freesound.org/s/6457/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/6457.wav,6457.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"sunday.02.mp3 by dobroide, Freesound id 6457, Creative Commons Attribution 3.0; included via FSD50K.",dobroide,17.554,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bird, Bird_vocalization_and_bird_call_and_bird_song; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
